File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64*,SSA Disability Beneficiaries  age 18-64*,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population*,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18*,SSI Disabled Child (DC) Beneficiaries*,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population*,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2012,5266625,287369,5.46,4979256,57756,1.16,19155,0.38,52673,36.37,1856737,24209,1.3,1832528,9877,0.54,3626,0.2,9573,37.88,62246,22781,36.6
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2012,403616,30330,7.51,373286,5193,1.39,2005,0.54,4959,40.43,123951,1869,1.51,122082,542,0.44,300,0.25,549,54.64,5508,2305,41.85
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2012,4403628,252149,5.73,4151479,55412,1.33,19777,0.48,55505,35.63,1584967,18300,1.15,1566667,6102,0.39,3514,0.22,6474,54.28,61979,23291,37.58
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2012,3584341,217284,6.06,3367057,43082,1.28,13700,0.41,38724,35.38,1317557,21966,1.67,1295591,7516,0.58,3069,0.24,6486,47.32,45210,16769,37.09
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2012,1159423,145755,12.57,1013668,24155,2.38,5651,0.56,22575,25.03,384041,8790,2.29,375251,2796,0.75,1065,0.28,2652,40.16,25227,6716,26.62
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2012,365414,16250,4.45,349164,3110,0.89,1527,0.44,2809,54.36,135490,1027,0.76,134463,282,0.21,153,0.11,260,58.85,3069,1680,54.74
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2013,480911,19558,4.12,461353,4197,0.91,1697,0.37,3859,43.98,188132,1301,0.71,186831,351,0.19,281,0.15,363,77.41,4222,1978,46.85
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2013,3001075,330166,10.84,2670909,68016,2.54,19371,0.72,68316,28.35,1111481,29120,2.66,1082361,10785,0.99,3128,0.29,11051,28.31,79367,22499,28.35
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2013,1795087,191671,10.59,1603416,36454,2.27,10064,0.63,35047,28.72,709866,30289,4.2,679577,10609,1.56,4136,0.61,10345,39.98,45392,14200,31.28
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2013,3990948,211779,5.26,3779169,34115,0.91,8125,0.22,28307,28.7,1616814,21236,1.31,1595578,5787,0.36,2396,0.15,6157,38.92,34464,10521,30.53
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2013,24365913,1191554,4.86,23174359,194558,0.85,64071,0.28,200658,31.93,9174877,119647,1.27,9055230,32084,0.35,15776,0.17,33177,47.55,233835,79847,34.15
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2013,3383044,141315,4.11,3241729,31246,0.97,8843,0.28,28174,31.39,1237932,9786,0.77,1228146,2908,0.24,1754,0.14,2818,62.24,30992,10597,34.19
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2013,2264843,115577,5.05,2149266,23089,1.07,6789,0.32,23152,29.32,785566,8924,1.09,776642,3660,0.47,1234,0.16,3510,35.16,26662,8023,30.09
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2013,461553,30565,6.61,430988,7122,1.69,2600,0.62,7159,36.32,111474,4186,4.03,107288,1352,1.29,549,0.52,1312,41.84,8471,3149,37.17
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2013,574707,35807,6.18,538900,6884,1.28,2287,0.43,6933,32.99,203558,3709,1.78,199849,1371,0.68,437,0.22,1397,31.28,8330,2724,32.7
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2013,11878569,760416,6.23,11118153,170172,1.54,47965,0.43,165344,29.01,4026674,106362,2.58,3920312,37757,0.97,14299,0.37,36767,38.89,202111,62264,30.81
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2013,6306503,410310,6.34,5896193,79796,1.35,19338,0.33,76195,25.38,2489709,46047,1.82,2443662,18362,0.75,4888,0.2,18380,26.59,94575,24226,25.62
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2013,877231,36310,4.11,840921,5904,0.7,1943,0.23,5848,33.23,307266,1705,0.57,305561,471,0.16,261,0.09,551,47.37,6399,2204,34.44
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2013,1885505,105459,5.48,1780046,21330,1.2,7493,0.42,20608,36.36,724032,8410,1.14,715622,2828,0.4,1389,0.19,2833,49.03,23441,8882,37.89
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2013,961213,59055,5.98,902158,12664,1.41,4146,0.46,12836,32.3,427781,5765,1.32,422016,1622,0.39,977,0.23,1630,59.94,14466,5123,35.41
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2013,8115187,446399,5.45,7668788,85479,1.11,26375,0.34,83085,31.74,3023307,43238,1.44,2980069,15609,0.52,5165,0.17,15213,33.95,98298,31540,32.09
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2013,4069842,280206,6.74,3789636,60222,1.59,17509,0.46,59976,29.19,1586027,25477,1.62,1560550,9766,0.62,3310,0.21,9590,34.52,69566,20819,29.93
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2013,1764802,101165,5.61,1663637,14201,0.85,4632,0.28,12637,36.65,724092,9710,1.33,714382,2138,0.3,1002,0.14,1960,51.12,14597,5634,38.6
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2013,2899027,313461,11.39,2585566,53633,2.2,12482,0.51,52524,23.76,1112957,28875,2.91,1084082,8792,0.89,3611,0.37,8826,40.91,61350,16093,26.23
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2013,2899027,254302,8.69,2644725,50033,1.9,15823,0.6,45012,35.15,1112957,36795,3.33,1076162,14444,1.34,3812,0.35,13219,28.84,58231,19635,33.72
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2013,4309566,301662,6.89,4007904,50078,1.25,19639,0.49,48948,40.12,1393946,24183,1.7,1369763,7828,0.57,3623,0.26,7858,46.11,56806,23262,40.95
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2013,3789311,191794,4.94,3597517,41610,1.16,11981,0.33,42085,28.47,1344522,18922,1.37,1325600,6381,0.48,2692,0.2,6232,43.2,48317,14673,30.37
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2013,831959,79906,9.41,752053,12807,1.69,3901,0.51,12694,30.73,261276,4270,1.58,257006,1256,0.48,650,0.25,1301,49.96,13995,4551,32.52
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2013,6162828,513784,8.13,5649044,97809,1.72,30548,0.54,101509,30.09,2245201,43313,1.91,2201888,14671,0.66,5551,0.25,15504,35.8,117013,36099,30.85
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2013,3385192,175013,5.07,3210179,32759,1.02,10753,0.34,32274,33.32,1279111,13917,1.07,1265194,4433,0.35,2140,0.17,4277,50.04,36551,12893,35.27
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2013,3738709,299053,7.84,3439656,66878,1.94,21575,0.63,66106,32.64,1397685,23855,1.69,1373830,8785,0.64,3602,0.26,8942,40.28,75048,25177,33.55
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2013,1837475,196127,10.59,1641348,39580,2.41,9749,0.59,39916,24.42,737432,24062,3.25,713370,10670,1.48,2773,0.38,10537,26.32,50453,12522,24.82
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2013,626416,37806,5.98,588610,6640,1.13,2140,0.36,6150,34.8,223981,2607,1.18,221374,690,0.31,430,0.2,736,58.42,6886,2570,37.32
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2013,6155356,447240,7.16,5708116,90166,1.59,24075,0.42,86357,27.88,2285605,43946,1.92,2241659,15421,0.69,5157,0.23,15160,34.02,101517,29232,28.8
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2013,457890,18795,4.22,439095,3848,0.9,1369,0.32,3293,41.57,162688,1037,0.7,161651,418,0.27,207,0.13,381,54.33,3674,1576,42.9
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2013,1140160,56922,4.96,1083238,10447,0.97,3634,0.34,9815,37.02,464348,4196,0.92,460152,1457,0.32,710,0.15,1429,49.69,11244,4344,38.63
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2013,5593754,59967,6.84,789165,10118,1.27,4797,0.6,9720,49.35,271122,2603,0.94,268519,822,0.3,419,0.15,755,55.5,10475,5216,49.79
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2013,5593754,284445,4.98,5309309,53650,1.01,22070,0.42,54722,40.33,2022117,26353,1.3,1995764,8625,0.43,3398,0.17,8523,39.87,63245,25468,40.27
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2013,1271086,93374,7.16,1177712,10556,0.89,3701,0.31,10241,36.14,507540,9604,1.84,497936,2492,0.49,1315,0.26,2577,51.03,12818,5016,39.13
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2013,6155356,83984,4.64,1663647,13660,0.83,4758,0.29,12962,36.71,661605,9430,1.34,652175,2751,0.42,1365,0.21,2590,52.7,15552,6123,39.37
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2013,12578670,819137,6.49,11759533,135535,1.15,48914,0.42,134561,36.35,4239976,89438,2.08,4150538,24130,0.58,12174,0.29,24335,50.03,158896,61088,38.45
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2013,7168681,536111,7.27,6632570,107790,1.62,34787,0.52,108728,31.99,2649830,51460,1.91,2598370,17537,0.67,6025,0.23,17908,33.64,126636,40812,32.23
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2013,2465064,179991,7.55,2285073,35950,1.66,11008,0.51,34520,31.89,857606,18193,1.98,839413,5463,0.59,2279,0.25,5380,42.36,39900,13287,33.3
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2013,2465064,152039,6.02,2313025,29862,1.29,8362,0.36,25713,32.52,857606,10748,1.24,846858,2574,0.3,1563,0.18,2370,65.95,28083,9925,35.34
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2013,7966826,611377,7.54,7355449,112877,1.53,36827,0.5,112053,32.87,2715645,76358,2.78,2639287,22445,0.84,10254,0.39,22185,46.22,134238,47081,35.07
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2013,2201351,201903,9.01,2147097,18629,0.92,9180,0.45,17955,51.13,0,0,0,0,0,0,0,0,0,0,17955,9180,51.13
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2013,674710,54254,7.89,433577,9499,1.53,2967,0.48,9376,31.64,213987,4750,2.2,209237,1497,0.71,563,0.27,1516,37.14,10892,3530,32.41
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2013,2967273,241133,8.02,2940982,49121,1.81,13958,0.51,46139,30.25,1079798,20743,1.92,1059055,8882,0.84,2566,0.24,8539,30.05,54678,16524,30.22
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2013,510755,26291,5.1,157359,5334,1.11,1854,0.39,4714,39.33,207959,2550,1.26,205409,818,0.41,426,0.21,743,57.34,5457,2280,41.78
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2013,4052025,353396,8.62,3191824,66708,1.81,16531,0.45,66363,24.91,1491577,25373,1.72,1466204,9929,0.68,3046,0.21,10221,29.8,76584,19577,25.56
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2013,16440040,860201,5.21,16375138,183965,1.2,57794,0.38,181473,31.85,7041986,147086,2.06,6894900,44465,0.65,18641,0.27,44864,41.55,226337,76435,33.77
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2013,1720648,64902,3.75,1689991,11652,0.71,3876,0.24,11714,33.09,896589,5557,0.64,891032,1531,0.17,902,0.1,1417,63.66,13131,4778,36.39
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2013,5290489,289089,5.46,5032064,54151,1.09,17331,0.35,45471,38.11,1864535,23864,1.3,1840671,8762,0.48,3037,0.17,7821,38.83,53292,20368,38.22
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2013,401456,30657,7.51,112367,4868,1.3,1993,0.53,4937,40.37,122701,1739,1.51,120962,452,0.37,241,0.2,463,52.05,5400,2234,41.37
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2013,4424527,258425,5.73,4280366,51118,1.23,18308,0.44,51415,35.61,1595795,18347,1.15,1577448,5157,0.33,2949,0.19,5124,57.55,56539,21257,37.6
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2013,3584970,222450,6.06,3568226,28580,0.85,11449,0.34,32676,35.04,1307776,22763,1.67,1285013,6985,0.54,3337,0.26,7335,45.49,40011,14786,36.95
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2013,1152585,144161,12.57,930135,25346,2.5,6336,0.63,24742,25.61,381678,8440,2.29,373238,2442,0.65,1041,0.28,2496,41.71,27238,7377,27.08
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2013,366290,16744,4.45,366290,2463,0.71,1324,0.38,2475,53.49,137679,1069,0.76,136610,259,0.19,173,0.13,271,63.84,2746,1497,54.52
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2014,480776,19295,4.01,461481,3939,0.85,1568,0.34,3574,43.87,186543,1258,0.67,185285,331,0.18,245,0.13,325,75.38,3899,1813,46.5
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2014,2997874,329307,10.98,2668567,63816,2.39,17504,0.66,63380,27.62,1107571,27624,2.49,1079947,9638,0.89,2825,0.26,9680,29.18,73060,20329,27.83
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2014,1793159,191697,10.69,1601462,33790,2.11,9762,0.61,33495,29.14,707019,28863,4.08,678156,7653,1.13,3372,0.5,8562,39.38,42057,13134,31.23
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2014,4039575,212516,5.26,3827059,34692,0.91,8410,0.22,32505,25.87,1621692,20978,1.29,1600714,5578,0.35,2366,0.15,5552,42.62,38057,10776,28.32
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2014,24656301,1187812,4.82,23468489,185873,0.79,58384,0.25,192401,30.34,9153152,118869,1.3,9034283,30211,0.33,15402,0.17,32059,48.04,224460,73786,32.87
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2014,3429479,143182,4.18,3286297,23921,0.73,8526,0.26,29407,28.99,1246372,9991,0.8,1236381,2671,0.22,1753,0.14,3142,55.79,32549,10279,31.58
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2014,2265324,116273,5.13,2149051,23904,1.11,6584,0.31,23496,28.02,775430,8938,1.15,766492,3463,0.45,1210,0.16,3439,35.18,26935,7794,28.94
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2014,468834,30523,6.51,438311,6580,1.5,2122,0.48,6091,34.84,115305,4079,3.54,111226,1473,1.32,616,0.55,1433,42.99,7524,2738,36.39
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2014,577460,35913,6.22,541547,7467,1.38,2115,0.39,6963,30.37,204247,3601,1.76,200646,1318,0.66,393,0.2,1263,31.12,8226,2508,30.49
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2014,12048169,773985,6.42,11274184,163333,1.45,45564,0.4,161965,28.13,4053584,107287,2.65,3946297,35864,0.91,13691,0.35,35856,38.18,197821,59255,29.95
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2014,6352523,414495,6.52,5938028,69664,1.17,18526,0.31,70854,26.15,2493282,46318,1.86,2446964,17282,0.71,4715,0.19,16804,28.06,87658,23241,26.51
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2014,882963,35997,4.08,846966,6164,0.73,2026,0.24,6008,33.72,308444,1660,0.54,306784,444,0.14,228,0.07,464,49.14,6472,2254,34.83
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2014,1889823,106507,5.64,1783316,20207,1.13,7087,0.4,20107,35.25,725954,8300,1.14,717654,2661,0.37,1347,0.19,2677,50.32,22784,8434,37.02
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2014,970008,59874,6.17,910134,11658,1.28,3705,0.41,11263,32.9,431080,5576,1.29,425504,1389,0.33,874,0.21,1378,63.43,12641,4579,36.22
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2014,8103573,442760,5.46,7660813,71926,0.94,22825,0.3,71355,31.99,2988474,41073,1.37,2947401,13558,0.46,4698,0.16,12999,36.14,84354,27523,32.63
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2014,4073484,282481,6.93,3791003,59052,1.56,16633,0.44,55498,29.97,1581927,24593,1.55,1557334,9026,0.58,3212,0.21,9134,35.17,64632,19845,30.7
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2014,1765896,100940,5.72,1664956,16099,0.97,4864,0.29,13988,34.77,722666,9516,1.32,713150,2319,0.33,1138,0.16,2205,51.61,16193,6002,37.07
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2014,2746329,310919,11.32,2435410,48565,1.99,12598,0.52,51173,24.62,1012614,27941,2.76,984673,7745,0.79,3267,0.33,8126,40.2,59299,15865,26.75
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2014,2903289,255030,8.78,2648259,41995,1.59,15371,0.58,43284,35.51,1113493,36143,3.25,1077350,12695,1.18,3774,0.35,13383,28.2,56667,19145,33.79
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2014,4338703,304168,7.01,4034535,45976,1.14,18769,0.47,48213,38.93,1390468,23980,1.72,1366488,7017,0.51,3495,0.26,7376,47.38,55589,22264,40.05
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2014,3803603,193555,5.09,3610048,41646,1.15,11917,0.33,40878,29.15,1350544,18741,1.39,1331803,6105,0.46,2548,0.19,5716,44.58,46594,14465,31.04
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2014,827605,79929,9.66,747676,11665,1.56,3698,0.49,11956,30.93,258977,4262,1.65,254715,1136,0.45,638,0.25,1155,55.24,13111,4336,33.07
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2014,6156035,513786,8.35,5642249,88127,1.56,25563,0.45,82846,30.86,2223790,41883,1.88,2181907,12387,0.57,4499,0.21,12082,37.24,94928,30062,31.67
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2014,3395205,175914,5.18,3219291,30878,0.96,9965,0.31,30356,32.83,1281826,13714,1.07,1268112,3804,0.3,1969,0.16,3776,52.15,34132,11934,34.96
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2014,3738751,300268,8.03,3438483,57663,1.68,19054,0.55,58319,32.67,1392623,23610,1.7,1369013,7426,0.54,2997,0.22,7508,39.92,65827,22051,33.5
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2014,1834427,196212,10.7,1638215,37829,2.31,9360,0.57,37108,25.22,731269,23372,3.2,707897,9607,1.36,2685,0.38,9665,27.78,46773,12045,25.75
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2014,627400,37165,5.92,590235,6519,1.1,1733,0.29,4791,36.17,225024,2427,1.08,222597,657,0.3,279,0.13,506,55.14,5297,2012,37.98
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2014,6193053,449293,7.25,5743760,87858,1.53,22620,0.39,86899,26.03,2287549,43410,1.9,2244139,14092,0.63,4654,0.21,13938,33.39,100837,27274,27.05
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2014,465957,18602,3.99,447355,3988,0.89,1617,0.36,3907,41.39,168527,1025,0.61,167502,323,0.19,227,0.14,360,63.06,4267,1844,43.22
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2014,1143905,57358,5.01,1086547,9906,0.91,3644,0.34,9700,37.57,466609,4105,0.88,462504,1238,0.27,580,0.13,1275,45.49,10975,4224,38.49
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2014,848609,60266,7.1,788343,9325,1.18,4259,0.54,8827,48.25,267141,2516,0.94,264625,824,0.31,415,0.16,804,51.62,9631,4674,48.53
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2014,5612591,286893,5.11,5325698,51473,0.97,20695,0.39,52182,39.66,2012081,25894,1.29,1986187,8557,0.43,3469,0.17,8554,40.55,60736,24164,39.79
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2014,1264768,93578,7.4,1171190,10065,0.86,2760,0.24,7863,35.1,501949,9262,1.85,492687,2695,0.55,1142,0.23,2281,50.07,10144,3902,38.47
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2014,1774027,86344,4.87,1687683,13430,0.8,4972,0.29,14170,35.09,663225,9807,1.48,653418,2582,0.4,1206,0.18,2445,49.33,16615,6178,37.18
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2014,12619227,811412,6.43,11807815,131175,1.11,45060,0.38,129890,34.69,4228906,88442,2.09,4140464,22154,0.54,11827,0.29,22739,52.01,152629,56887,37.27
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2014,7156690,540629,7.55,6616061,99550,1.5,32479,0.49,94832,34.25,2638304,50469,1.91,2587835,16761,0.65,5543,0.21,15984,34.68,110816,38022,34.31
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2014,2362821,180078,7.62,2182743,36544,1.67,10759,0.49,37371,28.79,952699,17322,1.82,935377,5142,0.55,2138,0.23,5307,40.29,42678,12897,30.22
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2014,2478330,155009,6.25,2323321,27547,1.19,10201,0.44,30084,33.91,858022,10735,1.25,847287,2568,0.3,1751,0.21,2677,65.41,32761,11952,36.48
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2014,7951795,610230,7.67,7341565,113279,1.54,33074,0.45,107096,30.88,2700893,72103,2.67,2628790,20606,0.78,6549,0.25,20295,32.27,127391,39623,31.1
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2014,2158638,197385,9.14,2104012,13227,0.63,7032,0.33,17073,41.19,0,0,0,0,0,0,0,0,0,0,17073,7032,41.19
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2014,676174,54626,8.08,434923,8809,2.03,2847,0.65,9310,30.58,212852,4646,2.18,208206,1355,0.65,541,0.26,1498,36.11,10808,3388,31.35
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2014,2985869,241251,8.08,2959456,41629,1.41,12134,0.41,42923,28.27,1084748,20459,1.89,1064289,8339,0.78,2633,0.25,8703,30.25,51626,14767,28.6
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2014,512545,26413,5.15,158677,4685,2.95,1647,1.04,4229,38.95,210407,2614,1.24,207793,754,0.36,463,0.22,778,59.51,5007,2110,42.14
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2014,4069126,353868,8.7,3209256,58184,1.81,15159,0.47,59874,25.32,1494526,24959,1.67,1469567,8904,0.61,3059,0.21,8948,34.19,68822,18218,26.47
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2014,16742263,859870,5.14,16676768,172265,1.03,52305,0.31,168913,30.97,7115614,146148,2.05,6969466,40171,0.58,17453,0.25,40434,43.16,209347,69758,33.32
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2014,1743527,65495,3.76,1712631,10657,0.62,3317,0.19,10037,33.05,904115,5385,0.6,898730,1426,0.16,885,0.1,1394,63.49,11431,4202,36.76
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2014,5310288,292440,5.51,5049621,37104,0.73,15767,0.31,42135,37.42,1869115,23905,1.28,1845210,8152,0.44,3394,0.18,9265,36.63,51400,19161,37.28
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2014,398777,30896,7.75,106337,4669,4.39,1853,1.74,4507,41.11,121586,1627,1.34,119959,439,0.37,245,0.2,432,56.71,4939,2098,42.48
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2014,4466054,260667,5.84,4324075,47757,1.1,16579,0.38,46317,35.79,1602721,18310,1.14,1584411,5495,0.35,3119,0.2,5353,58.27,51670,19698,38.12
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2014,3581507,224145,6.26,3564649,34454,0.97,10666,0.3,29545,36.1,1300189,22627,1.74,1277562,6650,0.52,3044,0.24,6258,48.64,35803,13710,38.29
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2014,1141567,141979,12.44,917422,21883,2.39,6031,0.66,22511,26.79,380147,8066,2.12,372081,2565,0.69,1038,0.28,2527,41.08,25038,7069,28.23
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2014,364189,16858,4.63,364189,2137,0.59,1253,0.34,2202,56.9,138323,1002,0.72,137321,226,0.16,153,0.11,221,69.23,2423,1406,58.03
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2015,457309,19404,4.24,437905,3801,0.87,1899,0.43,3951,48.06,186265,1197,0.64,185016,376,0.2,301,0.16,390,77.18,4341,2200,50.68
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2015,2977902,326330,10.96,2651572,61603,2.32,16191,0.61,60753,26.65,1103480,23966,2.17,1077496,9599,0.89,2736,0.25,9538,28.69,70291,18927,26.93
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2015,1790231,191708,10.71,1598523,30697,1.92,9299,0.58,32024,29.04,705300,26398,3.74,677490,9171,1.35,3331,0.49,8588,38.79,40612,12630,31.1
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2015,4067108,213312,5.24,3853796,39175,1.02,9282,0.24,37761,24.58,1622848,18341,1.13,1602882,5320,0.33,2405,0.15,5389,44.63,43150,11687,27.08
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2015,24679463,1173353,4.75,23506110,201641,0.86,59566,0.25,190858,31.21,9120768,108487,1.19,9006874,31638,0.35,14906,0.17,30187,49.38,221045,74472,33.69
