File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64*,SSA Disability Beneficiaries  age 18-64*,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population*,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18*,SSI Disabled Child (DC) Beneficiaries*,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population*,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2004,676706,42919,6.34,633787,5732,0.9,2571,0.41,5332,48.22,245152,3894,1.59,241258,1023,0.42,582,0.24,997,58.38,6329,3153,49.82
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2004,2648695,179811,6.79,2468884,39636,1.61,10354,0.42,36268,28.55,1025946,18071,1.76,1007875,8600,0.85,2612,0.26,7793,33.52,44061,12966,29.43
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2004,467546,20301,4.34,447245,4508,1.01,1363,0.3,4603,29.61,196154,1819,0.93,194335,808,0.42,358,0.18,794,45.09,5397,1721,31.89
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2004,3741293,262499,7.02,3478794,59930,1.72,13436,0.39,55566,24.18,1425596,22216,1.56,1403380,10327,0.74,3309,0.24,10031,32.99,65597,16745,25.53
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2004,13971027,565051,4.04,13405976,159928,1.19,51722,0.39,152374,33.94,6229513,74225,1.19,6155288,36680,0.6,17592,0.29,35294,49.84,187668,69314,36.93
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2004,1471413,40099,2.73,1431314,10865,0.76,2634,0.18,9654,27.28,757582,3856,0.51,753726,1455,0.19,804,0.11,1313,61.23,10967,3438,31.35
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2004,4810047,226577,4.71,4583470,46786,1.02,18124,0.4,42489,42.66,1798391,21067,1.17,1777324,8933,0.5,3651,0.21,8322,43.87,50811,21775,42.85
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2004,398951,21885,5.49,377066,4031,1.07,1760,0.47,4088,43.05,138837,1490,1.07,137347,505,0.37,326,0.24,500,65.2,4588,2086,45.47
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2004,3961600,180064,4.55,3781536,42344,1.12,15339,0.41,41392,37.06,1514517,13774,0.91,1500743,5199,0.35,2962,0.2,5027,58.92,46419,18301,39.43
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2004,3453887,157172,4.55,3296715,37512,1.14,13180,0.4,36368,36.24,1338679,15850,1.18,1322829,7904,0.6,3074,0.23,8047,38.2,44415,16254,36.6
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2004,1136880,128291,11.28,1008589,24595,2.44,6678,0.66,22630,29.51,389606,8275,2.12,381331,3214,0.84,1324,0.35,2966,44.64,25596,8002,31.26
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2004,319428,12503,3.91,306925,3020,0.98,1040,0.34,2900,35.86,122532,840,0.69,121692,249,0.2,136,0.11,267,50.94,3167,1176,37.13
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2005,439942,15413,3.5,424529,4141,0.98,1560,0.37,4010,38.9,184605,1124,0.61,183481,422,0.23,299,0.16,402,74.38,4412,1859,42.14
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2005,2824057,253545,8.98,2570512,47778,1.86,13228,0.51,46690,28.33,1108325,28052,2.53,1080273,11956,1.11,3430,0.32,11868,28.9,58558,16658,28.45
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2005,1697784,147339,8.68,1550445,31049,2,11177,0.72,32325,34.58,686419,18035,2.63,668384,8645,1.29,3331,0.5,8925,37.32,41250,14508,35.17
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2005,3623058,171669,4.74,3451389,37042,1.07,15511,0.45,37023,41.9,1573781,17068,1.08,1556713,5683,0.37,2777,0.18,5329,52.11,42352,18288,43.18
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2005,22604027,1009355,4.47,21594672,220027,1.02,93583,0.43,220903,42.36,9423835,97775,1.04,9326060,30308,0.32,16442,0.18,30163,54.51,251066,110025,43.82
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2005,3042355,100842,3.31,2941513,24227,0.82,6203,0.21,24249,25.58,1155944,6861,0.59,1149083,2733,0.24,1479,0.13,2778,53.24,27027,7682,28.42
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2005,2177216,96788,4.45,2080428,20014,0.96,6937,0.33,18629,37.24,832544,6590,0.79,825954,2762,0.33,1112,0.13,2620,42.44,21249,8049,37.88
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2005,398245,21325,5.35,376920,4931,1.31,1694,0.45,3943,42.96,114229,4337,3.8,109892,1266,1.15,606,0.55,1060,57.17,5003,2300,45.97
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2005,525112,27843,5.3,497269,5786,1.16,2709,0.54,5630,48.12,201872,3173,1.57,198699,1215,0.61,546,0.27,1229,44.43,6859,3255,47.46
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2005,10758566,568289,5.28,10190277,118534,1.16,38992,0.38,119218,32.71,3963736,79747,2.01,3883989,29343,0.76,11299,0.29,29713,38.03,148931,50291,33.77
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2005,5803114,297875,5.13,5505239,67845,1.23,16876,0.31,68127,24.77,2408805,33572,1.39,2375233,14582,0.61,4717,0.2,14786,31.9,82913,21593,26.04
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2005,800600,30065,3.76,770535,7102,0.92,3240,0.42,6277,51.62,288954,1546,0.54,287408,542,0.19,356,0.12,528,67.42,6805,3596,52.84
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2005,1808351,84990,4.7,1723361,19355,1.12,5789,0.34,18631,31.07,709613,6874,0.97,702739,3061,0.44,1426,0.2,3094,46.09,21725,7215,33.21
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2005,870743,41426,4.76,829317,9499,1.15,3506,0.42,9495,36.92,389396,4068,1.04,385328,1429,0.37,890,0.23,1440,61.81,10935,4396,40.2
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2005,7973467,373650,4.69,7599817,79318,1.04,27368,0.36,83507,32.77,3206857,44415,1.39,3162442,19235,0.61,6967,0.22,20408,34.14,103915,34335,33.04
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2005,3896924,201789,5.18,3695135,46077,1.25,13919,0.38,46402,30,1575597,20649,1.31,1554948,9145,0.59,3533,0.23,9213,38.35,55615,17452,31.38
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2005,1689569,75343,4.46,1614226,18952,1.17,5271,0.33,19202,27.45,696502,7017,1.01,689485,3088,0.45,1343,0.19,3071,43.73,22273,6614,29.7
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2005,2643196,262459,9.93,2380737,47453,1.99,13144,0.55,47117,27.9,995497,26678,2.68,968819,9682,1,4262,0.44,9597,44.41,56714,17406,30.69
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2005,2802464,193871,6.92,2608593,48027,1.84,16550,0.63,47380,34.93,1162140,27455,2.36,1134685,15392,1.36,5461,0.48,15766,34.64,63146,22011,34.86
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2005,4118474,239240,5.81,3879234,44697,1.15,19902,0.51,43974,45.26,1460945,17909,1.23,1443036,7162,0.5,3614,0.25,7008,51.57,50982,23516,46.13
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2005,3558084,141896,3.99,3416188,35644,1.04,11434,0.33,33754,33.87,1375238,14692,1.07,1360546,5319,0.39,2174,0.16,4854,44.79,38608,13608,35.25
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2005,833288,64715,7.77,768573,10990,1.43,3982,0.52,10634,37.45,286996,3361,1.17,283635,1204,0.42,571,0.2,1120,50.98,11754,4553,38.74
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2005,6327664,374980,5.93,5952684,85260,1.43,25895,0.44,85529,30.28,2510099,37491,1.49,2472608,16965,0.69,6118,0.25,17143,35.69,102672,32013,31.18
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2005,3224473,130919,4.06,3093554,27644,0.89,10209,0.33,26317,38.79,1260916,10543,0.84,1250373,4600,0.37,2210,0.18,4265,51.82,30582,12419,40.61
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2005,3595128,227467,6.33,3367661,52503,1.56,14319,0.43,51979,27.55,1418051,19436,1.37,1398615,8121,0.58,3011,0.22,7966,37.8,59945,17330,28.91
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2005,1777239,167023,9.4,1610216,34053,2.11,8609,0.53,32777,26.27,763498,22482,2.94,741016,10974,1.48,3157,0.43,11181,28.24,43958,11766,26.77
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2005,586744,29209,4.98,557535,6119,1.1,1898,0.34,6096,31.14,219445,1957,0.89,217488,759,0.35,382,0.18,764,50,6860,2280,33.24
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2005,5496674,344135,6.26,5152539,74647,1.45,22429,0.44,75014,29.9,2111366,36756,1.74,2074610,14783,0.71,5706,0.28,14760,38.66,89774,28135,31.34
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2005,396987,15633,3.94,381354,3137,0.82,856,0.22,2800,30.57,145345,952,0.65,144393,434,0.3,171,0.12,400,42.75,3200,1027,32.09
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2005,1073969,45436,4.23,1028533,11102,1.08,3470,0.34,11288,30.74,444167,3467,0.78,440700,1620,0.37,689,0.16,1656,41.61,12944,4159,32.13
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2005,835293,41579,4.98,793714,7351,0.93,4486,0.57,7399,60.63,305047,1806,0.59,303241,715,0.24,410,0.14,693,59.16,8092,4896,60.5
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2005,5414101,226954,4.19,5187147,38500,0.74,19734,0.38,40338,48.92,2096674,21944,1.05,2074730,7278,0.35,3804,0.18,7670,49.6,48008,23538,49.03
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2005,1180575,71030,6.02,1109545,15558,1.4,6319,0.57,15339,41.2,496911,7180,1.44,489731,2339,0.48,1398,0.29,2411,57.98,17750,7717,43.48
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2005,1517145,60584,3.99,1456561,14147,0.97,5812,0.4,13090,44.4,616066,5903,0.96,610163,2094,0.34,1055,0.17,1913,55.15,15003,6867,45.77
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2005,12265769,699691,5.7,11566078,134005,1.16,55682,0.48,133287,41.78,4543337,71586,1.58,4471751,25656,0.57,10633,0.24,25137,42.3,158424,66315,41.86
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2005,7131821,401612,5.63,6730209,92412,1.37,26863,0.4,96711,27.78,2791962,42501,1.52,2749461,18926,0.69,6538,0.24,20397,32.05,117108,33401,28.52
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2005,2180541,134697,6.18,2045844,32505,1.59,10893,0.53,32592,33.42,881632,13552,1.54,868080,5552,0.64,2564,0.3,5466,46.91,38058,13457,35.36
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2005,2305320,108653,4.71,2196667,26927,1.23,7387,0.34,26412,27.97,848445,8012,0.94,840433,2665,0.32,1486,0.18,2596,57.24,29008,8873,30.59
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2005,7648418,476756,6.23,7171662,101221,1.41,38998,0.54,101205,38.53,2819448,57851,2.05,2761597,21548,0.78,11524,0.42,21429,53.78,122634,50522,41.2
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2005,2386915,152850,6.4,2234065,15939,0.71,5410,0.24,15891,34.04,0,0,0,0,0,0,0,0,0,0,15891,5410,34.04
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2005,675831,43920,6.5,631911,6240,0.99,2557,0.4,5644,45.3,240596,4046,1.68,236550,1130,0.48,544,0.23,1012,53.75,6656,3101,46.59
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2005,2678940,185426,6.92,2493514,38278,1.54,10227,0.41,38589,26.5,1032908,18444,1.79,1014464,8455,0.83,2770,0.27,8745,31.68,47334,12997,27.46
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2005,472605,20816,4.4,451789,4524,1,1463,0.32,4544,32.2,195919,1859,0.95,194060,835,0.43,376,0.19,823,45.69,5367,1839,34.26
